"Domain Code","Domain","Item Code","Item","Description","HS Code","HS07 Code","HS12 Code","CPC Code"
"QV","Production: Value of Agricultural Production","550","Currants","Black (Ribes nigrum); red and white (R. rubrum). Trade data may sometimes include gooseberries.","","081090","081030","01351.01"
"QV","Production: Value of Agricultural Production","577","Dates","Phoenix dactylifera. Includes fresh and dried fruit.","","080410","080410","01314"
"QV","Production: Value of Agricultural Production","399","Eggplants (aubergines)","Solanum melongena. Also called aubergines.","","070930","070930","01233"
"QV","Production: Value of Agricultural Production","1062","Eggs, hen, in shell","Weight in shell.","","040700","040711, 040721, 040790","0231"
"QV","Production: Value of Agricultural Production","1091","Eggs, other bird, in shell","Weight in shell.","","040700","040719, 040729, 040790","0232"
"QV","Production: Value of Agricultural Production","949","Fat, buffaloes","See 869.","","150200","150290","21513"
"QV","Production: Value of Agricultural Production","1129","Fat, camels","Unrendered slaughter fats.","","150600","150600","21519.02"
"QV","Production: Value of Agricultural Production","869","Fat, cattle","Unrendered slaughter fats from bovine animals, including edible and inedible fats that are removed in the course of dressing the carcass.","","150200","150290","21512"
"QV","Production: Value of Agricultural Production","1019","Fat, goats","Unrendered slaughter fats of goats. See 869.","","150200","150290","21515"
"QV","Production: Value of Agricultural Production","1037","Fat, pigs","Unrendered slaughter fats of pigs. See 869.","","020900","020910","21511.01"
"QV","Production: Value of Agricultural Production","979","Fat, sheep","Unrendered slaughter fats of sheep. See 869.","","150200","150290","21514"
"QV","Production: Value of Agricultural Production","821","Fibre crops nes","Including inter alia: alfa, esparto (Lygeum spartum; Stipa tenacissima); bowstring hemp (Sansevieria spp.); caroa (Neoglaziovia variegata); fuque fibre (Furcraea macrophylla); Mauritius hemp (F. gigantea); New Zealand flax (Phormium tenax); palma ixtle (Samuela carnerosana). Other fibres that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report vegetable fibres under this commodity heading that are classified individually by FAO. The fibre is obtained from the leaves, stalks or fruit of the plant. In instances where the fibrous part is normally used for other purposes, data cover only those fibres intended for spinning. For trade coverage see 789.","","530500","530500","01929.90"
"QV","Production: Value of Agricultural Production","569","Figs","Ficus carica.","","080420","080420","01315"
"QV","Production: Value of Agricultural Production","773","Flax fibre and tow","Broken, scutched, hackled etc. but not spun. Traditionally, FAO has used this commodity to identify production in its raw state; in reality, the primary agricultural product is the commodity 771, which can either be used for the production of fibre or for other purposes.","","530121, 530129","530121, 530129","26190.01"
"QV","Production: Value of Agricultural Production","94","Fonio","Digitaria spp.: fonio or findi (D. exilis); black fonio or hungry rice (D. iburua). A minor cereal of importance only in West Africa where it is eaten in place of rice during famines. The seeds are cooked by steaming the whole grain.","","100890","100840","01193"
"QV","Production: Value of Agricultural Production","2054","Food","","","","",""
"QV","Production: Value of Agricultural Production","512","Fruit, citrus nes","Including inter alia: bergamot (Citrus bergamia); citron (C. medica var. cedrata); chinotto (C. myrtifolia); kumquat (Fortunella japonica). Some minor varieties of citrus are used primarily in the preparation of perfumes and soft drinks.","","080590","080590","01329"
"QV","Production: Value of Agricultural Production","619","Fruit, fresh nes","Including inter alia: azarole (Crataegus azarolus); babaco (Carica pentagona); elderberry (Sambucus nigra); jujube (Zizyphus jujuba); litchi (nephelium litchi); loquat (Eriobotrya japonica); medlar (Mespilus germanica); pawpaw (Asimina triloba); pomegranate (Punica granatum); prickly pear (Opuntia ficus-indica); rose hips (Rosa spp.); rowanberry (Sorbus aucuparia); service-apple (Sorbus domestica); tamarind (Tamarindus indica); tree-strawberry (Arbutus unedo). Other fresh fruit that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report fresh fruit under this heading that are classified separately by FAO.","","081090","081090","01359.90"
"QV","Production: Value of Agricultural Production","542","Fruit, pome nes","Other pome fruit not separately identified. In some countries apples, pears and quinces are reported under this general category.","","081090","081090","01349.10"
"QV","Production: Value of Agricultural Production","541","Fruit, stone nes","Other stone fruit not separately identified. In some countries, apricots, cherries, peaches, nectarines and plums are reported under this general category.","","081090","081090","01349.20"
"QV","Production: Value of Agricultural Production","603","Fruit, tropical fresh nes","Including inter alia: breadfruit (Artocarpus incisa); carambola (Averrhoa carambola); cherimoya, custard apple (Annona spp.); durian (Durio zibethinus); feijoa (Feijoa sellowiana); guava (Psidium guajava); hog plum, mombin (Spondias spp.); jackfruit (Artocarpus integrifolia); longan (nephelium longan); mammee (Mammea americana); mangosteen (Garcinia mangostana); naranjillo (Solanum quitoense); passion fruit (Passiflora edulis); rambutan (nephelium lappaceum); sapote, mamey colorado (Calocarpum mammosum); sapodilla (Achras sapota); star apple, cainito (Chrysophyllum spp.). Other tropical fresh fruit that are not identified separately because of their minor relevance at the international level. In some countries mangoes, avocados, pineapples, dates and papayas are reported under this general category.","","080450, 081060, 081090","080450, 081060, 081090","01319"
"QV","Production: Value of Agricultural Production","406","Garlic","Allium sativum.","","070320","070320","01252"
"QV","Production: Value of Agricultural Production","720","Ginger","Zingiber officinale. Rhizome of a perennial herb. It also is used for making beverages. Includes fresh, provisionally preserved or dried, whereas ginger preserved in sugar or syrup is excluded.","","091010","091011, 091012","01657"
"QV","Production: Value of Agricultural Production","549","Gooseberries","Ribes grossularia. Trade data may sometimes include black, white or red currants.","","081090","081030","01351.02"
"QV","Production: Value of Agricultural Production","103","Grain, mixed","A mixture of cereal species that are sown and harvested together. The mixture wheat/rye is known as meslin, but in trade is usually classified with wheat.","","100890","100890","01199.02"
"QV","Production: Value of Agricultural Production","507","Grapefruit (inc. pomelos)","Citrus maxima; C. grandis; C. paradisi.","","080540","080540","01321"
"QV","Production: Value of Agricultural Production","560","Grapes","Vitis vinifera. Includes both table and wine grapes.","","080610","080610","01330"
"QV","Production: Value of Agricultural Production","242","Groundnuts, with shell","Arachis hypogaea. For trade data, groundnuts in shell are converted at 70% and reported on a shelled basis.","","120210, 120220","120230, 120241","0142"
"QV","Production: Value of Agricultural Production","839","Gums, natural","Including inter alia: balata (Manilkara bidentata); ceara (Manihot glaziovii); chicle gum (Achras zapota); guayule (Parthenium argentatum); gutta-percha (Palachium gutta); jelutong (Dieva costulana). Extracted from the latex of trees of various species. Although similar to rubber in many ways, natural gums are usually less elastic.","","400130","400130","03211"
"QV","Production: Value of Agricultural Production","225","Hazelnuts, with shell","Corylus avellana. Produced mainly in Mediterranean countries and the United States.","","080221","080221","01374"
"QV","Production: Value of Agricultural Production","777","Hemp tow waste","Cannabis sativa. This plant is cultivated for seed as well as for fibre. The fibre is obtained from the stem of the plant. Trade data include raw, retted, scutched, combed fibre, tow and waste.","","530210, 530290","530210, 530290","01929.02"
"QV","Production: Value of Agricultural Production","336","Hempseed","Cannabis sativa. An annual herbaceous that is cultivated for its fibre as well as its oil. In major producing countries oil is extracted from the seeds.","","120799","120799","01449.02"
"QV","Production: Value of Agricultural Production","1182","Honey, natural","Honey produced by bees (Apis mellifera) or by other insects.","","040900","040900","02910"
"QV","Production: Value of Agricultural Production","677","Hops","Humulus lupulus. Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets. Includes lupuline, a yellow resinous powder that covers the hop cones. Mainly used in the brewing industry to give flavour to beer.","","121010, 121020","121010, 121020","01659"
"QV","Production: Value of Agricultural Production","277","Jojoba seed","Simmondsia californica (syn. S. chinensis). From the shrub or small tree of the Buxaceae family.","","120799","120799","01499.03"
"QV","Production: Value of Agricultural Production","780","Jute","White jute (Corchorus capsularis); red jute, tossa (C. olitorius). Trade data cover raw or processed jute (but not spun), tow and waste, yarn waste and garnetted stock and may include jute-like fibres.","","530310, 530390","530310, 530390","01922.01"
"QV","Production: Value of Agricultural Production","310","Kapok fruit","Ceiba pentandra, Bombacaceae. The fruit of kapok contains fibre and seeds, which FAO treats as primary crops.","","120799","120799","01499.05"
"QV","Production: Value of Agricultural Production","263","Karite nuts (sheanuts)","Butyrospermum parkii. Production data refer only to the nut contained in the fruit although the pulp around the nut is also edible.","","120799","120799","01499.01"
"QV","Production: Value of Agricultural Production","592","Kiwi fruit","Actinidia chinensis.","","081050","081050","01352"
"QV","Production: Value of Agricultural Production","224","Kola nuts","Kola, cola, Sudan cola nut (Cola nitida; C. vera; C. acuminata). Produced mainly in Africa. Kola nuts, containing 2.4 to 2.6% caffeine, are commonly chewed by the local population. Much used in Europe and America in the production of beverages.","","080290","080270","01379.02"
"QV","Production: Value of Agricultural Production","407","Leeks, other alliaceous vegetables","Leeks (Allium porrum); chives (A. schoenoprasum); other alliac. (Allium varieties except those of 402, 403 and 406).","","070390","070390","01254"
"QV","Production: Value of Agricultural Production","497","Lemons and limes","Lemon (Citrus limon); sour lime (C. aurantifolia); sweet lime (C. limetta).","","080550","080550","01322"
"QV","Production: Value of Agricultural Production","201","Lentils","Lens esculenta; Ervum lens.","","071340","071340","01704"
